LOCATION,SUBJECT,MEASURE,FREQUENCY,TIME,Value
ITA,TOT,AGRWTH,M,2019-07,0.3894839
ITA,TOT,AGRWTH,M,2019-08,0.3879728
ITA,TOT,AGRWTH,M,2019-09,0.2923976
ITA,TOT,AGRWTH,M,2019-10,0.1949318
ITA,TOT,AGRWTH,M,2019-11,0.1953125
ITA,TOT,AGRWTH,M,2019-12,0.4887586
ITA,TOT,AGRWTH,M,2020-01,0.4882813
ITA,TOT,AGRWTH,M,2020-02,0.2926829
ITA,TOT,AGRWTH,M,2020-03,0.09727626
ITA,TOT,AGRWTH,M,2020-04,0
ITA,TOT,AGRWTH,M,2020-05,-0.1941748
ITA,TOT,AGRWTH,M,2020-06,-0.1939864
ITA,TOT,AGRWTH,M,2020-07,-0.3879728
ITA,TOT,AGRWTH,M,2020-08,-0.4830918
ITA,TOT,AGRWTH,M,2020-09,-0.5830904
ITA,TOT,AGRWTH,M,2020-10,-0.2918288
ITA,TOT,AGRWTH,M,2020-11,-0.1949318
ITA,TOT,AGRWTH,M,2020-12,-0.1945525
ITA,TOT,AGRWTH,M,2021-01,0.3887269
JPN,TOT,AGRWTH,M,2017-11,0.6
JPN,TOT,AGRWTH,M,2017-12,1
JPN,TOT,AGRWTH,M,2018-01,1.4
JPN,TOT,AGRWTH,M,2018-02,1.5
JPN,TOT,AGRWTH,M,2018-03,1.1
JPN,TOT,AGRWTH,M,2018-04,0.6
JPN,TOT,AGRWTH,M,2018-05,0.7
JPN,TOT,AGRWTH,M,2018-06,0.7
JPN,TOT,AGRWTH,M,2018-07,0.9
JPN,TOT,AGRWTH,M,2018-08,1.3
JPN,TOT,AGRWTH,M,2018-09,1.2
JPN,TOT,AGRWTH,M,2018-10,1.4
JPN,TOT,AGRWTH,M,2018-11,0.8
JPN,TOT,AGRWTH,M,2018-12,0.3
JPN,TOT,AGRWTH,M,2019-01,0.2
JPN,TOT,AGRWTH,M,2019-02,0.2
JPN,TOT,AGRWTH,M,2019-03,0.5
JPN,TOT,AGRWTH,M,2019-04,0.9
JPN,TOT,AGRWTH,M,2019-05,0.7
JPN,TOT,AGRWTH,M,2019-06,0.7
JPN,TOT,AGRWTH,M,2019-07,0.5
JPN,TOT,AGRWTH,M,2019-08,0.3
JPN,TOT,AGRWTH,M,2019-09,0.2
JPN,TOT,AGRWTH,M,2019-10,0.2
JPN,TOT,AGRWTH,M,2019-11,0.5
JPN,TOT,AGRWTH,M,2019-12,0.8
JPN,TOT,AGRWTH,M,2020-01,0.7
JPN,TOT,AGRWTH,M,2020-02,0.4
JPN,TOT,AGRWTH,M,2020-03,0.4
JPN,TOT,AGRWTH,M,2020-04,0.1
JPN,TOT,AGRWTH,M,2020-05,0.1
JPN,TOT,AGRWTH,M,2020-06,0.1
JPN,TOT,AGRWTH,M,2020-07,0.3
JPN,TOT,AGRWTH,M,2020-08,0.2
JPN,TOT,AGRWTH,M,2020-09,0
JPN,TOT,AGRWTH,M,2020-10,-0.4
JPN,TOT,AGRWTH,M,2020-11,-0.9
JPN,TOT,AGRWTH,M,2020-12,-1.2
JPN,TOT,AGRWTH,M,2021-01,-0.6
KOR,TOT,AGRWTH,M,2017-11,1.153278
KOR,TOT,AGRWTH,M,2017-12,1.408035
KOR,TOT,AGRWTH,M,2018-01,0.7599376
KOR,TOT,AGRWTH,M,2018-02,1.253401
KOR,TOT,AGRWTH,M,2018-03,1.215362
KOR,TOT,AGRWTH,M,2018-04,1.528427
KOR,TOT,AGRWTH,M,2018-05,1.468443
KOR,TOT,AGRWTH,M,2018-06,1.481337
KOR,TOT,AGRWTH,M,2018-07,1.118895
KOR,TOT,AGRWTH,M,2018-08,1.43175
KOR,TOT,AGRWTH,M,2018-09,2.087158
KOR,TOT,AGRWTH,M,2018-10,2.002128
KOR,TOT,AGRWTH,M,2018-11,2.03664
KOR,TOT,AGRWTH,M,2018-12,1.320517
KOR,TOT,AGRWTH,M,2019-01,0.7928834
KOR,TOT,AGRWTH,M,2019-02,0.4606084
KOR,TOT,AGRWTH,M,2019-03,0.3746398
KOR,TOT,AGRWTH,M,2019-04,0.5561416
KOR,TOT,AGRWTH,M,2019-05,0.6804677
KOR,TOT,AGRWTH,M,2019-06,0.7202535
KOR,TOT,AGRWTH,M,2019-07,0.6061772
KOR,TOT,AGRWTH,M,2019-08,-0.03814974
KOR,TOT,AGRWTH,M,2019-09,-0.4259347
KOR,TOT,AGRWTH,M,2019-10,0
KOR,TOT,AGRWTH,M,2019-11,0.152803
KOR,TOT,AGRWTH,M,2019-12,0.7379013
KOR,TOT,AGRWTH,M,2020-01,1.486953
KOR,TOT,AGRWTH,M,2020-02,1.060273
KOR,TOT,AGRWTH,M,2020-03,1.004881
KOR,TOT,AGRWTH,M,2020-04,0.07628492
KOR,TOT,AGRWTH,M,2020-05,-0.3236554
KOR,TOT,AGRWTH,M,2020-06,-0.009534706
KOR,TOT,AGRWTH,M,2020-07,0.2869166
KOR,TOT,AGRWTH,M,2020-08,0.6583341
KOR,TOT,AGRWTH,M,2020-09,0.9505703
KOR,TOT,AGRWTH,M,2020-10,0.142234
KOR,TOT,AGRWTH,M,2020-11,0.6007438
KOR,TOT,AGRWTH,M,2020-12,0.5232115
KOR,TOT,AGRWTH,M,2021-01,0.6427829
LUX,TOT,AGRWTH,M,2017-11,1.537698
LUX,TOT,AGRWTH,M,2017-12,1.355899
LUX,TOT,AGRWTH,M,2018-01,1.135571
LUX,TOT,AGRWTH,M,2018-02,1.021912
LUX,TOT,AGRWTH,M,2018-03,1.100413
LUX,TOT,AGRWTH,M,2018-04,1.068209
LUX,TOT,AGRWTH,M,2018-05,1.331767
LUX,TOT,AGRWTH,M,2018-06,1.448566
LUX,TOT,AGRWTH,M,2018-07,1.458703
LUX,TOT,AGRWTH,M,2018-08,1.616673
LUX,TOT,AGRWTH,M,2018-09,2.009364
LUX,TOT,AGRWTH,M,2018-10,2.00721
LUX,TOT,AGRWTH,M,2018-11,2.256961
LUX,TOT,AGRWTH,M,2018-12,1.865052
LUX,TOT,AGRWTH,M,2019-01,1.84182
LUX,TOT,AGRWTH,M,2019-02,2.100963
LUX,TOT,AGRWTH,M,2019-03,2.176871
LUX,TOT,AGRWTH,M,2019-04,2.13323
LUX,TOT,AGRWTH,M,2019-05,2.068033
LUX,TOT,AGRWTH,M,2019-06,1.833092
LUX,TOT,AGRWTH,M,2019-07,1.836021
LUX,TOT,AGRWTH,M,2019-08,1.648457
LUX,TOT,AGRWTH,M,2019-09,1.262192
LUX,TOT,AGRWTH,M,2019-10,1.146241
LUX,TOT,AGRWTH,M,2019-11,1.213453
LUX,TOT,AGRWTH,M,2019-12,1.687117
LUX,TOT,AGRWTH,M,2020-01,1.934236
LUX,TOT,AGRWTH,M,2020-02,1.676669
LUX,TOT,AGRWTH,M,2020-03,0.8560015
LUX,TOT,AGRWTH,M,2020-04,0.6171081
LUX,TOT,AGRWTH,M,2020-05,0.1893581
LUX,TOT,AGRWTH,M,2020-06,0.7484605
LUX,TOT,AGRWTH,M,2020-07,0.9443861
LUX,TOT,AGRWTH,M,2020-08,0.5940034
LUX,TOT,AGRWTH,M,2020-09,0.6798867
LUX,TOT,AGRWTH,M,2020-10,0.6610634
LUX,TOT,AGRWTH,M,2020-11,0.4153686
LUX,TOT,AGRWTH,M,2020-12,0.556184
LUX,TOT,AGRWTH,M,2021-01,1.878558
MEX,TOT,AGRWTH,M,2017-11,6.634523
MEX,TOT,AGRWTH,M,2017-12,6.773048
MEX,TOT,AGRWTH,M,2018-01,5.545835
MEX,TOT,AGRWTH,M,2018-02,5.339217
MEX,TOT,AGRWTH,M,2018-03,5.035412
MEX,TOT,AGRWTH,M,2018-04,4.550784
MEX,TOT,AGRWTH,M,2018-05,4.506269
MEX,TOT,AGRWTH,M,2018-06,4.646858
MEX,TOT,AGRWTH,M,2018-07,4.811406
MEX,TOT,AGRWTH,M,2018-08,4.904528
MEX,TOT,AGRWTH,M,2018-09,5.019574
MEX,TOT,AGRWTH,M,2018-10,4.903636
MEX,TOT,AGRWTH,M,2018-11,4.716534
MEX,TOT,AGRWTH,M,2018-12,4.830546
MEX,TOT,AGRWTH,M,2019-01,4.365606
MEX,TOT,AGRWTH,M,2019-02,3.940276
MEX,TOT,AGRWTH,M,2019-03,4.004178
MEX,TOT,AGRWTH,M,2019-04,4.413454
MEX,TOT,AGRWTH,M,2019-05,4.281993
MEX,TOT,AGRWTH,M,2019-06,3.947147
MEX,TOT,AGRWTH,M,2019-07,3.781338
MEX,TOT,AGRWTH,M,2019-08,3.162441
MEX,TOT,AGRWTH,M,2019-09,2.997513
MEX,TOT,AGRWTH,M,2019-10,3.019519
MEX,TOT,AGRWTH,M,2019-11,2.974497
MEX,TOT,AGRWTH,M,2019-12,2.828577
MEX,TOT,AGRWTH,M,2020-01,3.238352
MEX,TOT,AGRWTH,M,2020-02,3.696194
MEX,TOT,AGRWTH,M,2020-03,3.249063
MEX,TOT,AGRWTH,M,2020-04,2.148149
MEX,TOT,AGRWTH,M,2020-05,2.837271
MEX,TOT,AGRWTH,M,2020-06,3.334011
MEX,TOT,AGRWTH,M,2020-07,3.623405
MEX,TOT,AGRWTH,M,2020-08,4.048423
MEX,TOT,AGRWTH,M,2020-09,4.013777
MEX,TOT,AGRWTH,M,2020-10,4.086964
MEX,TOT,AGRWTH,M,2020-11,3.331878
MEX,TOT,AGRWTH,M,2020-12,3.150074
MEX,TOT,AGRWTH,M,2021-01,3.535093
NLD,TOT,AGRWTH,M,2017-11,1.502637
NLD,TOT,AGRWTH,M,2017-12,1.251117
NLD,TOT,AGRWTH,M,2018-01,1.464873
NLD,TOT,AGRWTH,M,2018-02,1.206845
NLD,TOT,AGRWTH,M,2018-03,1.015379
NLD,TOT,AGRWTH,M,2018-04,1.10806
NLD,TOT,AGRWTH,M,2018-05,1.741269
NLD,TOT,AGRWTH,M,2018-06,1.706619
NLD,TOT,AGRWTH,M,2018-07,2.125159
NLD,TOT,AGRWTH,M,2018-08,2.082722
NLD,TOT,AGRWTH,M,2018-09,1.881799
NLD,TOT,AGRWTH,M,2018-10,2.104336
NLD,TOT,AGRWTH,M,2018-11,2.029412
NLD,TOT,AGRWTH,M,2018-12,1.961361
NLD,TOT,AGRWTH,M,2019-01,2.19014
NLD,TOT,AGRWTH,M,2019-02,2.599941
NLD,TOT,AGRWTH,M,2019-03,2.830097
NLD,TOT,AGRWTH,M,2019-04,2.880419
NLD,TOT,AGRWTH,M,2019-05,2.436666
NLD,TOT,AGRWTH,M,2019-06,2.657614
NLD,TOT,AGRWTH,M,2019-07,2.512466
NLD,TOT,AGRWTH,M,2019-08,2.844828
NLD,TOT,AGRWTH,M,2019-09,2.645503
NLD,TOT,AGRWTH,M,2019-10,2.722393
NLD,TOT,AGRWTH,M,2019-11,2.555972
NLD,TOT,AGRWTH,M,2019-12,2.721939
NLD,TOT,AGRWTH,M,2020-01,1.845267
NLD,TOT,AGRWTH,M,2020-02,1.590931
NLD,TOT,AGRWTH,M,2020-03,1.404574
NLD,TOT,AGRWTH,M,2020-04,1.187783
NLD,TOT,AGRWTH,M,2020-05,1.170474
NLD,TOT,AGRWTH,M,2020-06,1.577853
NLD,TOT,AGRWTH,M,2020-07,1.674462
NLD,TOT,AGRWTH,M,2020-08,0.7078328
NLD,TOT,AGRWTH,M,2020-09,1.105904
NLD,TOT,AGRWTH,M,2020-10,1.222471
NLD,TOT,AGRWTH,M,2020-11,0.8245105
NLD,TOT,AGRWTH,M,2020-12,0.9831461
NLD,TOT,AGRWTH,M,2021-01,1.557045
NOR,TOT,AGRWTH,M,2017-11,1.143947
NOR,TOT,AGRWTH,M,2017-12,1.628353
NOR,TOT,AGRWTH,M,2018-01,1.629914
NOR,TOT,AGRWTH,M,2018-02,2.196753
NOR,TOT,AGRWTH,M,2018-03,2.190476
NOR,TOT,AGRWTH,M,2018-04,2.376426
NOR,TOT,AGRWTH,M,2018-05,2.27704
NOR,TOT,AGRWTH,M,2018-06,2.551985
NOR,TOT,AGRWTH,M,2018-07,3.016023
NOR,TOT,AGRWTH,M,2018-08,3.418803
NOR,TOT,AGRWTH,M,2018-09,3.399433
NOR,TOT,AGRWTH,M,2018-10,3.113208
NOR,TOT,AGRWTH,M,2018-11,3.487276
NOR,TOT,AGRWTH,M,2018-12,3.487276
NOR,TOT,AGRWTH,M,2019-01,3.113208
NOR,TOT,AGRWTH,M,2019-02,2.990654
NOR,TOT,AGRWTH,M,2019-03,2.889096
NOR,TOT,AGRWTH,M,2019-04,2.878366
NOR,TOT,AGRWTH,M,2019-05,2.504638
NOR,TOT,AGRWTH,M,2019-06,1.935484
NOR,TOT,AGRWTH,M,2019-07,1.921317
NOR,TOT,AGRWTH,M,2019-08,1.561065
NOR,TOT,AGRWTH,M,2019-09,1.461187
NOR,TOT,AGRWTH,M,2019-10,1.829826
NOR,TOT,AGRWTH,M,2019-11,1.639344
NOR,TOT,AGRWTH,M,2019-12,1.36612
NOR,TOT,AGRWTH,M,2020-01,1.829826
NOR,TOT,AGRWTH,M,2020-02,0.907441
NOR,TOT,AGRWTH,M,2020-03,0.7246377
NOR,TOT,AGRWTH,M,2020-04,0.8122744
NOR,TOT,AGRWTH,M,2020-05,1.266968
NOR,TOT,AGRWTH,M,2020-06,1.356239
NOR,TOT,AGRWTH,M,2020-07,1.346499
NOR,TOT,AGRWTH,M,2020-08,1.717902
NOR,TOT,AGRWTH,M,2020-09,1.620162
NOR,TOT,AGRWTH,M,2020-10,1.707098
NOR,TOT,AGRWTH,M,2020-11,0.7168459
NOR,TOT,AGRWTH,M,2020-12,1.437556
NOR,TOT,AGRWTH,M,2021-01,2.515723
POL,TOT,AGRWTH,M,2017-11,2.5
POL,TOT,AGRWTH,M,2017-12,2.1
POL,TOT,AGRWTH,M,2018-01,1.9
POL,TOT,AGRWTH,M,2018-02,1.4
POL,TOT,AGRWTH,M,2018-03,1.3
POL,TOT,AGRWTH,M,2018-04,1.6
POL,TOT,AGRWTH,M,2018-05,1.7
POL,TOT,AGRWTH,M,2018-06,2
POL,TOT,AGRWTH,M,2018-07,2
POL,TOT,AGRWTH,M,2018-08,2
POL,TOT,AGRWTH,M,2018-09,1.9
POL,TOT,AGRWTH,M,2018-10,1.8
POL,TOT,AGRWTH,M,2018-11,1.3
POL,TOT,AGRWTH,M,2018-12,1.1
POL,TOT,AGRWTH,M,2019-01,0.7
POL,TOT,AGRWTH,M,2019-02,1.2
POL,TOT,AGRWTH,M,2019-03,1.7
POL,TOT,AGRWTH,M,2019-04,2.2
POL,TOT,AGRWTH,M,2019-05,2.4
POL,TOT,AGRWTH,M,2019-06,2.6
POL,TOT,AGRWTH,M,2019-07,2.9
POL,TOT,AGRWTH,M,2019-08,2.9
POL,TOT,AGRWTH,M,2019-09,2.6
POL,TOT,AGRWTH,M,2019-10,2.5
POL,TOT,AGRWTH,M,2019-11,2.6
POL,TOT,AGRWTH,M,2019-12,3.4
POL,TOT,AGRWTH,M,2020-01,4.3
POL,TOT,AGRWTH,M,2020-02,4.7
POL,TOT,AGRWTH,M,2020-03,4.6
POL,TOT,AGRWTH,M,2020-04,3.4
POL,TOT,AGRWTH,M,2020-05,2.9
POL,TOT,AGRWTH,M,2020-06,3.3
POL,TOT,AGRWTH,M,2020-07,3
POL,TOT,AGRWTH,M,2020-08,2.9
POL,TOT,AGRWTH,M,2020-09,3.2
POL,TOT,AGRWTH,M,2020-10,3.1
POL,TOT,AGRWTH,M,2020-11,3
POL,TOT,AGRWTH,M,2020-12,2.4
PRT,TOT,AGRWTH,M,2017-11,1.549593
PRT,TOT,AGRWTH,M,2017-12,1.466212
PRT,TOT,AGRWTH,M,2018-01,1.031868
PRT,TOT,AGRWTH,M,2018-02,0.5772307
PRT,TOT,AGRWTH,M,2018-03,0.6883623
PRT,TOT,AGRWTH,M,2018-04,0.3965452
PRT,TOT,AGRWTH,M,2018-05,1.043151
PRT,TOT,AGRWTH,M,2018-06,1.516538
PRT,TOT,AGRWTH,M,2018-07,1.575729
PRT,TOT,AGRWTH,M,2018-08,1.216979
PRT,TOT,AGRWTH,M,2018-09,1.397746
PRT,TOT,AGRWTH,M,2018-10,0.9586179
PRT,TOT,AGRWTH,M,2018-11,0.8581024
PRT,TOT,AGRWTH,M,2018-12,0.6642454
PRT,TOT,AGRWTH,M,2019-01,0.4758354
PRT,TOT,AGRWTH,M,2019-02,0.9394077
PRT,TOT,AGRWTH,M,2019-03,0.8465701
PRT,TOT,AGRWTH,M,2019-04,0.7706906
PRT,TOT,AGRWTH,M,2019-05,0.4212041
PRT,TOT,AGRWTH,M,2019-06,0.3873739
PRT,TOT,AGRWTH,M,2019-07,-0.3154666
PRT,TOT,AGRWTH,M,2019-08,-0.08519042
PRT,TOT,AGRWTH,M,2019-09,-0.1120014
PRT,TOT,AGRWTH,M,2019-10,0.01533022
PRT,TOT,AGRWTH,M,2019-11,0.3166445
PRT,TOT,AGRWTH,M,2019-12,0.4196492
PRT,TOT,AGRWTH,M,2020-01,0.7997188
PRT,TOT,AGRWTH,M,2020-02,0.3797035
PRT,TOT,AGRWTH,M,2020-03,0.04711765
PRT,TOT,AGRWTH,M,2020-04,-0.218923
PRT,TOT,AGRWTH,M,2020-05,-0.7242223
PRT,TOT,AGRWTH,M,2020-06,0.1251242
PRT,TOT,AGRWTH,M,2020-07,0.142264
PRT,TOT,AGRWTH,M,2020-08,-0.01162678
PRT,TOT,AGRWTH,M,2020-09,-0.1399191
PRT,TOT,AGRWTH,M,2020-10,-0.07184941
PRT,TOT,AGRWTH,M,2020-11,-0.2206637
PRT,TOT,AGRWTH,M,2020-12,-0.2296024
PRT,TOT,AGRWTH,M,2021-01,0.301269
SVK,TOT,AGRWTH,M,2017-11,1.903008
SVK,TOT,AGRWTH,M,2017-12,1.840491
SVK,TOT,AGRWTH,M,2018-01,2.44798
SVK,TOT,AGRWTH,M,2018-02,2.131547
SVK,TOT,AGRWTH,M,2018-03,2.439024
SVK,TOT,AGRWTH,M,2018-04,2.923264
SVK,TOT,AGRWTH,M,2018-05,2.673147
SVK,TOT,AGRWTH,M,2018-06,2.794654
SVK,TOT,AGRWTH,M,2018-07,2.610807
SVK,TOT,AGRWTH,M,2018-08,2.853673
SVK,TOT,AGRWTH,M,2018-09,2.727273
SVK,TOT,AGRWTH,M,2018-10,2.477341
SVK,TOT,AGRWTH,M,2018-11,2.108434
SVK,TOT,AGRWTH,M,2018-12,1.987952
SVK,TOT,AGRWTH,M,2019-01,2.210275
SVK,TOT,AGRWTH,M,2019-02,2.265951
SVK,TOT,AGRWTH,M,2019-03,2.678571
SVK,TOT,AGRWTH,M,2019-04,2.307692
SVK,TOT,AGRWTH,M,2019-05,2.662722
SVK,TOT,AGRWTH,M,2019-06,2.600473
SVK,TOT,AGRWTH,M,2019-07,2.840237
SVK,TOT,AGRWTH,M,2019-08,2.83353
SVK,TOT,AGRWTH,M,2019-09,2.890856
SVK,TOT,AGRWTH,M,2019-10,2.771226
SVK,TOT,AGRWTH,M,2019-11,2.949852
SVK,TOT,AGRWTH,M,2019-12,2.953337
SVK,TOT,AGRWTH,M,2020-01,3.039158
SVK,TOT,AGRWTH,M,2020-02,2.915452
SVK,TOT,AGRWTH,M,2020-03,2.318841
SVK,TOT,AGRWTH,M,2020-04,2.082128
SVK,TOT,AGRWTH,M,2020-05,1.959654
SVK,TOT,AGRWTH,M,2020-06,1.785714
SVK,TOT,AGRWTH,M,2020-07,1.783659
SVK,TOT,AGRWTH,M,2020-08,1.435132
SVK,TOT,AGRWTH,M,2020-09,1.376147
SVK,TOT,AGRWTH,M,2020-10,1.549053
SVK,TOT,AGRWTH,M,2020-11,1.489971
SVK,TOT,AGRWTH,M,2020-12,1.549053
ESP,TOT,AGRWTH,M,2017-11,1.665895
ESP,TOT,AGRWTH,M,2017-12,1.112211
ESP,TOT,AGRWTH,M,2018-01,0.5744522
ESP,TOT,AGRWTH,M,2018-02,1.07395
ESP,TOT,AGRWTH,M,2018-03,1.214627
ESP,TOT,AGRWTH,M,2018-04,1.07864
ESP,TOT,AGRWTH,M,2018-05,2.051739
ESP,TOT,AGRWTH,M,2018-06,2.274264
ESP,TOT,AGRWTH,M,2018-07,2.246648
ESP,TOT,AGRWTH,M,2018-08,2.189005
ESP,TOT,AGRWTH,M,2018-09,2.259904
ESP,TOT,AGRWTH,M,2018-10,2.262633
ESP,TOT,AGRWTH,M,2018-11,1.686107
ESP,TOT,AGRWTH,M,2018-12,1.183323
ESP,TOT,AGRWTH,M,2019-01,0.9797102
ESP,TOT,AGRWTH,M,2019-02,1.089934
ESP,TOT,AGRWTH,M,2019-03,1.337842
ESP,TOT,AGRWTH,M,2019-04,1.520732
ESP,TOT,AGRWTH,M,2019-05,0.8097671
ESP,TOT,AGRWTH,M,2019-06,0.4292175
ESP,TOT,AGRWTH,M,2019-07,0.5268846
ESP,TOT,AGRWTH,M,2019-08,0.3276287
ESP,TOT,AGRWTH,M,2019-09,0.08363052
ESP,TOT,AGRWTH,M,2019-10,0.1285824
ESP,TOT,AGRWTH,M,2019-11,0.408101
ESP,TOT,AGRWTH,M,2019-12,0.7882764
ESP,TOT,AGRWTH,M,2020-01,1.097302
ESP,TOT,AGRWTH,M,2020-02,0.7316931
ESP,TOT,AGRWTH,M,2020-03,-0.01832244
ESP,TOT,AGRWTH,M,2020-04,-0.716993
ESP,TOT,AGRWTH,M,2020-05,-0.9157003
ESP,TOT,AGRWTH,M,2020-06,-0.3415248
ESP,TOT,AGRWTH,M,2020-07,-0.6201164
ESP,TOT,AGRWTH,M,2020-08,-0.5196127
ESP,TOT,AGRWTH,M,2020-09,-0.3697799
ESP,TOT,AGRWTH,M,2020-10,-0.8095048
ESP,TOT,AGRWTH,M,2020-11,-0.8138342
ESP,TOT,AGRWTH,M,2020-12,-0.5321777
ESP,TOT,AGRWTH,M,2021-01,0.4568051
SWE,TOT,AGRWTH,M,2017-11,1.867337
SWE,TOT,AGRWTH,M,2017-12,1.736111
SWE,TOT,AGRWTH,M,2018-01,1.577953
SWE,TOT,AGRWTH,M,2018-02,1.607606
SWE,TOT,AGRWTH,M,2018-03,1.901902
SWE,TOT,AGRWTH,M,2018-04,1.729178
SWE,TOT,AGRWTH,M,2018-05,1.902157
SWE,TOT,AGRWTH,M,2018-06,2.06541
SWE,TOT,AGRWTH,M,2018-07,2.051345
SWE,TOT,AGRWTH,M,2018-08,1.995792
SWE,TOT,AGRWTH,M,2018-09,2.323713
SWE,TOT,AGRWTH,M,2018-10,2.269775
SWE,TOT,AGRWTH,M,2018-11,1.962721
SWE,TOT,AGRWTH,M,2018-12,2.041632
SWE,TOT,AGRWTH,M,2019-01,1.875911
SWE,TOT,AGRWTH,M,2019-02,1.893065
SWE,TOT,AGRWTH,M,2019-03,1.851056
SWE,TOT,AGRWTH,M,2019-04,2.143075
SWE,TOT,AGRWTH,M,2019-05,2.162508
SWE,TOT,AGRWTH,M,2019-06,1.780172
SWE,TOT,AGRWTH,M,2019-07,1.65592
SWE,TOT,AGRWTH,M,2019-08,1.444043
SWE,TOT,AGRWTH,M,2019-09,1.452558
SWE,TOT,AGRWTH,M,2019-10,1.608611
SWE,TOT,AGRWTH,M,2019-11,1.803874
SWE,TOT,AGRWTH,M,2019-12,1.750685
SWE,TOT,AGRWTH,M,2020-01,1.296567
SWE,TOT,AGRWTH,M,2020-02,1.042233
SWE,TOT,AGRWTH,M,2020-03,0.6389584
SWE,TOT,AGRWTH,M,2020-04,-0.3621562
SWE,TOT,AGRWTH,M,2020-05,-0.01194208
SWE,TOT,AGRWTH,M,2020-06,0.7085837
SWE,TOT,AGRWTH,M,2020-07,0.5270995
SWE,TOT,AGRWTH,M,2020-08,0.8014594
SWE,TOT,AGRWTH,M,2020-09,0.3929156
SWE,TOT,AGRWTH,M,2020-10,0.2767528
SWE,TOT,AGRWTH,M,2020-11,0.1902723
SWE,TOT,AGRWTH,M,2020-12,0.4915897
SWE,TOT,AGRWTH,M,2021-01,1.583439
CHE,TOT,AGRWTH,M,2017-11,0.7870397
CHE,TOT,AGRWTH,M,2017-12,0.8387053
CHE,TOT,AGRWTH,M,2018-01,0.7402101
CHE,TOT,AGRWTH,M,2018-02,0.6281072
CHE,TOT,AGRWTH,M,2018-03,0.7953932
CHE,TOT,AGRWTH,M,2018-04,0.8031968
CHE,TOT,AGRWTH,M,2018-05,0.9992394
CHE,TOT,AGRWTH,M,2018-06,1.146591
CHE,TOT,AGRWTH,M,2018-07,1.230301
CHE,TOT,AGRWTH,M,2018-08,1.181087
CHE,TOT,AGRWTH,M,2018-09,0.9894733
CHE,TOT,AGRWTH,M,2018-10,1.106587
CHE,TOT,AGRWTH,M,2018-11,0.9219926
CHE,TOT,AGRWTH,M,2018-12,0.6914908
CHE,TOT,AGRWTH,M,2019-01,0.5600928
CHE,TOT,AGRWTH,M,2019-02,0.5785826
CHE,TOT,AGRWTH,M,2019-03,0.7290729
CHE,TOT,AGRWTH,M,2019-04,0.7080104
CHE,TOT,AGRWTH,M,2019-05,0.6342693
CHE,TOT,AGRWTH,M,2019-06,0.600248
CHE,TOT,AGRWTH,M,2019-07,0.3118107
CHE,TOT,AGRWTH,M,2019-08,0.3179044
CHE,TOT,AGRWTH,M,2019-09,0.1483133
CHE,TOT,AGRWTH,M,2019-10,-0.253111
CHE,TOT,AGRWTH,M,2019-11,-0.1311894
CHE,TOT,AGRWTH,M,2019-12,0.1557662
CHE,TOT,AGRWTH,M,2020-01,0.2022912
CHE,TOT,AGRWTH,M,2020-02,-0.06220843
CHE,TOT,AGRWTH,M,2020-03,-0.5151643
CHE,TOT,AGRWTH,M,2020-04,-1.062972
CHE,TOT,AGRWTH,M,2020-05,-1.324572
CHE,TOT,AGRWTH,M,2020-06,-1.274768
CHE,TOT,AGRWTH,M,2020-07,-0.9198853
CHE,TOT,AGRWTH,M,2020-08,-0.8661587
CHE,TOT,AGRWTH,M,2020-09,-0.7998837
CHE,TOT,AGRWTH,M,2020-10,-0.5703256
CHE,TOT,AGRWTH,M,2020-11,-0.6847875
CHE,TOT,AGRWTH,M,2020-12,-0.8138226
CHE,TOT,AGRWTH,M,2021-01,-0.5443183
TUR,TOT,AGRWTH,M,2017-11,12.98426
TUR,TOT,AGRWTH,M,2017-12,11.91974
TUR,TOT,AGRWTH,M,2018-01,10.34563
TUR,TOT,AGRWTH,M,2018-02,10.25913
TUR,TOT,AGRWTH,M,2018-03,10.23457
TUR,TOT,AGRWTH,M,2018-04,10.84953
