LOCATION,SUBJECT,MEASURE,FREQUENCY,TIME,Value
TUR,TOT,AGRWTH,M,2018-05,12.14707
TUR,TOT,AGRWTH,M,2018-06,15.38511
TUR,TOT,AGRWTH,M,2018-07,15.84902
TUR,TOT,AGRWTH,M,2018-08,17.89643
TUR,TOT,AGRWTH,M,2018-09,24.51892
TUR,TOT,AGRWTH,M,2018-10,25.24032
TUR,TOT,AGRWTH,M,2018-11,21.6188
TUR,TOT,AGRWTH,M,2018-12,20.30176
TUR,TOT,AGRWTH,M,2019-01,20.35374
TUR,TOT,AGRWTH,M,2019-02,19.67164
TUR,TOT,AGRWTH,M,2019-03,19.71291
TUR,TOT,AGRWTH,M,2019-04,19.5023
TUR,TOT,AGRWTH,M,2019-05,18.7116
TUR,TOT,AGRWTH,M,2019-06,15.72012
TUR,TOT,AGRWTH,M,2019-07,16.64673
TUR,TOT,AGRWTH,M,2019-08,15.00843
TUR,TOT,AGRWTH,M,2019-09,9.262102
TUR,TOT,AGRWTH,M,2019-10,8.552845
TUR,TOT,AGRWTH,M,2019-11,10.56185
TUR,TOT,AGRWTH,M,2019-12,11.83609
TUR,TOT,AGRWTH,M,2020-01,12.15364
TUR,TOT,AGRWTH,M,2020-02,12.36738
TUR,TOT,AGRWTH,M,2020-03,11.85919
TUR,TOT,AGRWTH,M,2020-04,10.9367
TUR,TOT,AGRWTH,M,2020-05,11.39002
TUR,TOT,AGRWTH,M,2020-06,12.62239
TUR,TOT,AGRWTH,M,2020-07,11.76414
TUR,TOT,AGRWTH,M,2020-08,11.77041
TUR,TOT,AGRWTH,M,2020-09,11.74831
TUR,TOT,AGRWTH,M,2020-10,11.88962
TUR,TOT,AGRWTH,M,2020-11,14.0263
TUR,TOT,AGRWTH,M,2020-12,14.59932
TUR,TOT,AGRWTH,M,2021-01,14.97368
GBR,TOT,AGRWTH,M,2017-11,2.8
GBR,TOT,AGRWTH,M,2017-12,2.7
GBR,TOT,AGRWTH,M,2018-01,2.7
GBR,TOT,AGRWTH,M,2018-02,2.5
GBR,TOT,AGRWTH,M,2018-03,2.3
GBR,TOT,AGRWTH,M,2018-04,2.2
GBR,TOT,AGRWTH,M,2018-05,2.3
GBR,TOT,AGRWTH,M,2018-06,2.3
GBR,TOT,AGRWTH,M,2018-07,2.3
GBR,TOT,AGRWTH,M,2018-08,2.4
GBR,TOT,AGRWTH,M,2018-09,2.2
GBR,TOT,AGRWTH,M,2018-10,2.2
GBR,TOT,AGRWTH,M,2018-11,2.2
GBR,TOT,AGRWTH,M,2018-12,2
GBR,TOT,AGRWTH,M,2019-01,1.8
GBR,TOT,AGRWTH,M,2019-02,1.8
GBR,TOT,AGRWTH,M,2019-03,1.8
GBR,TOT,AGRWTH,M,2019-04,2
GBR,TOT,AGRWTH,M,2019-05,1.9
GBR,TOT,AGRWTH,M,2019-06,1.9
GBR,TOT,AGRWTH,M,2019-07,2
GBR,TOT,AGRWTH,M,2019-08,1.7
GBR,TOT,AGRWTH,M,2019-09,1.7
GBR,TOT,AGRWTH,M,2019-10,1.5
GBR,TOT,AGRWTH,M,2019-11,1.5
GBR,TOT,AGRWTH,M,2019-12,1.4
GBR,TOT,AGRWTH,M,2020-01,1.8
GBR,TOT,AGRWTH,M,2020-02,1.7
GBR,TOT,AGRWTH,M,2020-03,1.5
GBR,TOT,AGRWTH,M,2020-04,0.9
GBR,TOT,AGRWTH,M,2020-05,0.7
GBR,TOT,AGRWTH,M,2020-06,0.8
GBR,TOT,AGRWTH,M,2020-07,1.1
GBR,TOT,AGRWTH,M,2020-08,0.5
GBR,TOT,AGRWTH,M,2020-09,0.7
GBR,TOT,AGRWTH,M,2020-10,0.9
GBR,TOT,AGRWTH,M,2020-11,0.6
GBR,TOT,AGRWTH,M,2020-12,0.8
USA,TOT,AGRWTH,M,2017-11,2.202583
USA,TOT,AGRWTH,M,2017-12,2.109082
USA,TOT,AGRWTH,M,2018-01,2.070508
USA,TOT,AGRWTH,M,2018-02,2.211795
USA,TOT,AGRWTH,M,2018-03,2.359711
USA,TOT,AGRWTH,M,2018-04,2.462744
USA,TOT,AGRWTH,M,2018-05,2.801012
USA,TOT,AGRWTH,M,2018-06,2.871548
USA,TOT,AGRWTH,M,2018-07,2.949515
USA,TOT,AGRWTH,M,2018-08,2.69918
USA,TOT,AGRWTH,M,2018-09,2.276972
USA,TOT,AGRWTH,M,2018-10,2.52247
USA,TOT,AGRWTH,M,2018-11,2.176601
USA,TOT,AGRWTH,M,2018-12,1.910159
USA,TOT,AGRWTH,M,2019-01,1.551235
USA,TOT,AGRWTH,M,2019-02,1.520135
USA,TOT,AGRWTH,M,2019-03,1.862523
USA,TOT,AGRWTH,M,2019-04,1.99644
USA,TOT,AGRWTH,M,2019-05,1.790228
USA,TOT,AGRWTH,M,2019-06,1.648485
USA,TOT,AGRWTH,M,2019-07,1.811465
USA,TOT,AGRWTH,M,2019-08,1.74978
USA,TOT,AGRWTH,M,2019-09,1.711305
USA,TOT,AGRWTH,M,2019-10,1.764043
USA,TOT,AGRWTH,M,2019-11,2.051278
USA,TOT,AGRWTH,M,2019-12,2.28513
USA,TOT,AGRWTH,M,2020-01,2.486572
USA,TOT,AGRWTH,M,2020-02,2.334874
USA,TOT,AGRWTH,M,2020-03,1.539327
USA,TOT,AGRWTH,M,2020-04,0.3290967
USA,TOT,AGRWTH,M,2020-05,0.1179264
USA,TOT,AGRWTH,M,2020-06,0.6457331
USA,TOT,AGRWTH,M,2020-07,0.9860818
USA,TOT,AGRWTH,M,2020-08,1.309645
USA,TOT,AGRWTH,M,2020-09,1.371325
USA,TOT,AGRWTH,M,2020-10,1.182066
USA,TOT,AGRWTH,M,2020-11,1.174536
USA,TOT,AGRWTH,M,2020-12,1.362005
USA,TOT,AGRWTH,M,2021-01,1.39977
BRA,TOT,AGRWTH,M,2017-11,2.803785
BRA,TOT,AGRWTH,M,2017-12,2.947421
BRA,TOT,AGRWTH,M,2018-01,2.855116
BRA,TOT,AGRWTH,M,2018-02,2.844894
BRA,TOT,AGRWTH,M,2018-03,2.680803
BRA,TOT,AGRWTH,M,2018-04,2.762797
BRA,TOT,AGRWTH,M,2018-05,2.855013
BRA,TOT,AGRWTH,M,2018-06,4.391104
BRA,TOT,AGRWTH,M,2018-07,4.484844
BRA,TOT,AGRWTH,M,2018-08,4.193016
BRA,TOT,AGRWTH,M,2018-09,4.525976
BRA,TOT,AGRWTH,M,2018-10,4.557029
BRA,TOT,AGRWTH,M,2018-11,4.046031
BRA,TOT,AGRWTH,M,2018-12,3.745581
BRA,TOT,AGRWTH,M,2019-01,3.776528
BRA,TOT,AGRWTH,M,2019-02,3.890225
BRA,TOT,AGRWTH,M,2019-03,4.575284
BRA,TOT,AGRWTH,M,2019-04,4.940506
BRA,TOT,AGRWTH,M,2019-05,4.658258
BRA,TOT,AGRWTH,M,2019-06,3.366267
BRA,TOT,AGRWTH,M,2019-07,3.22202
BRA,TOT,AGRWTH,M,2019-08,3.428616
BRA,TOT,AGRWTH,M,2019-09,2.893425
BRA,TOT,AGRWTH,M,2019-10,2.535029
BRA,TOT,AGRWTH,M,2019-11,3.274906
BRA,TOT,AGRWTH,M,2019-12,4.306151
BRA,TOT,AGRWTH,M,2020-01,4.191771
BRA,TOT,AGRWTH,M,2020-02,4.005114
BRA,TOT,AGRWTH,M,2020-03,3.303158
BRA,TOT,AGRWTH,M,2020-04,2.399279
BRA,TOT,AGRWTH,M,2020-05,1.877727
BRA,TOT,AGRWTH,M,2020-06,2.132417
BRA,TOT,AGRWTH,M,2020-07,2.305625
BRA,TOT,AGRWTH,M,2020-08,2.439229
BRA,TOT,AGRWTH,M,2020-09,3.135329
BRA,TOT,AGRWTH,M,2020-10,3.91835
BRA,TOT,AGRWTH,M,2020-11,4.311224
BRA,TOT,AGRWTH,M,2020-12,4.517457
BRA,TOT,AGRWTH,M,2021-01,4.559386
CHL,TOT,AGRWTH,M,2017-11,1.913876
CHL,TOT,AGRWTH,M,2017-12,2.272254
CHL,TOT,AGRWTH,M,2018-01,2.187435
CHL,TOT,AGRWTH,M,2018-02,1.99607
CHL,TOT,AGRWTH,M,2018-03,1.813311
CHL,TOT,AGRWTH,M,2018-04,1.880781
CHL,TOT,AGRWTH,M,2018-05,2.042702
CHL,TOT,AGRWTH,M,2018-06,2.545342
CHL,TOT,AGRWTH,M,2018-07,2.662692
CHL,TOT,AGRWTH,M,2018-08,2.636709
CHL,TOT,AGRWTH,M,2018-09,3.144266
CHL,TOT,AGRWTH,M,2018-10,2.911431
CHL,TOT,AGRWTH,M,2018-11,2.816901
CHL,TOT,AGRWTH,M,2018-12,2.568284
CHL,TOT,AGRWTH,M,2019-01,2.211626
CHL,TOT,AGRWTH,M,2019-02,2.200365
CHL,TOT,AGRWTH,M,2019-03,2.479255
CHL,TOT,AGRWTH,M,2019-04,2.431151
CHL,TOT,AGRWTH,M,2019-05,2.756262
CHL,TOT,AGRWTH,M,2019-06,2.703246
CHL,TOT,AGRWTH,M,2019-07,2.573603
CHL,TOT,AGRWTH,M,2019-08,2.578969
CHL,TOT,AGRWTH,M,2019-09,2.241482
CHL,TOT,AGRWTH,M,2019-10,2.709946
CHL,TOT,AGRWTH,M,2019-11,2.789359
CHL,TOT,AGRWTH,M,2019-12,3.000795
CHL,TOT,AGRWTH,M,2020-01,3.46402
CHL,TOT,AGRWTH,M,2020-02,3.889275
CHL,TOT,AGRWTH,M,2020-03,3.742471
CHL,TOT,AGRWTH,M,2020-04,3.417372
CHL,TOT,AGRWTH,M,2020-05,2.750857
CHL,TOT,AGRWTH,M,2020-06,2.632094
CHL,TOT,AGRWTH,M,2020-07,2.499268
CHL,TOT,AGRWTH,M,2020-08,2.445917
CHL,TOT,AGRWTH,M,2020-09,3.088765
CHL,TOT,AGRWTH,M,2020-10,2.947714
CHL,TOT,AGRWTH,M,2020-11,2.732979
CHL,TOT,AGRWTH,M,2020-12,2.971252
CHL,TOT,AGRWTH,M,2021-01,3.117805
CHN,TOT,AGRWTH,M,2017-11,1.7
CHN,TOT,AGRWTH,M,2017-12,1.8
CHN,TOT,AGRWTH,M,2018-01,1.5
CHN,TOT,AGRWTH,M,2018-02,2.9
CHN,TOT,AGRWTH,M,2018-03,2.1
CHN,TOT,AGRWTH,M,2018-04,1.8
CHN,TOT,AGRWTH,M,2018-05,1.8
CHN,TOT,AGRWTH,M,2018-06,1.9
CHN,TOT,AGRWTH,M,2018-07,2.1
CHN,TOT,AGRWTH,M,2018-08,2.3
CHN,TOT,AGRWTH,M,2018-09,2.5
CHN,TOT,AGRWTH,M,2018-10,2.5
CHN,TOT,AGRWTH,M,2018-11,2.2
CHN,TOT,AGRWTH,M,2018-12,1.9
CHN,TOT,AGRWTH,M,2019-01,1.7
CHN,TOT,AGRWTH,M,2019-02,1.5
CHN,TOT,AGRWTH,M,2019-03,2.3
CHN,TOT,AGRWTH,M,2019-04,2.5
CHN,TOT,AGRWTH,M,2019-05,2.7
CHN,TOT,AGRWTH,M,2019-06,2.7
CHN,TOT,AGRWTH,M,2019-07,2.8
CHN,TOT,AGRWTH,M,2019-08,2.8
CHN,TOT,AGRWTH,M,2019-09,3
CHN,TOT,AGRWTH,M,2019-10,3.8
CHN,TOT,AGRWTH,M,2019-11,4.5
CHN,TOT,AGRWTH,M,2019-12,4.5
CHN,TOT,AGRWTH,M,2020-01,5.4
CHN,TOT,AGRWTH,M,2020-02,5.2
CHN,TOT,AGRWTH,M,2020-03,4.3
CHN,TOT,AGRWTH,M,2020-04,3.3
CHN,TOT,AGRWTH,M,2020-05,2.4
CHN,TOT,AGRWTH,M,2020-06,2.5
CHN,TOT,AGRWTH,M,2020-07,2.7
CHN,TOT,AGRWTH,M,2020-08,2.4
CHN,TOT,AGRWTH,M,2020-09,1.7
CHN,TOT,AGRWTH,M,2020-10,0.5
CHN,TOT,AGRWTH,M,2020-11,-0.5
CHN,TOT,AGRWTH,M,2020-12,0.2
EST,TOT,AGRWTH,M,2017-11,4.236856
EST,TOT,AGRWTH,M,2017-12,3.404472
EST,TOT,AGRWTH,M,2018-01,3.441296
EST,TOT,AGRWTH,M,2018-02,3.046953
EST,TOT,AGRWTH,M,2018-03,2.84006
EST,TOT,AGRWTH,M,2018-04,2.930949
EST,TOT,AGRWTH,M,2018-05,3.024293
EST,TOT,AGRWTH,M,2018-06,4.017857
EST,TOT,AGRWTH,M,2018-07,3.499261
EST,TOT,AGRWTH,M,2018-08,3.583702
EST,TOT,AGRWTH,M,2018-09,3.634578
EST,TOT,AGRWTH,M,2018-10,4.431314
EST,TOT,AGRWTH,M,2018-11,3.330069
EST,TOT,AGRWTH,M,2018-12,3.439803
EST,TOT,AGRWTH,M,2019-01,2.739726
EST,TOT,AGRWTH,M,2019-02,1.938924
EST,TOT,AGRWTH,M,2019-03,2.228682
EST,TOT,AGRWTH,M,2019-04,3.185328
EST,TOT,AGRWTH,M,2019-05,3.128008
EST,TOT,AGRWTH,M,2019-06,2.384359
EST,TOT,AGRWTH,M,2019-07,2.095238
EST,TOT,AGRWTH,M,2019-08,2.322275
EST,TOT,AGRWTH,M,2019-09,2.180095
EST,TOT,AGRWTH,M,2019-10,1.55587
EST,TOT,AGRWTH,M,2019-11,1.848341
EST,TOT,AGRWTH,M,2019-12,1.75772
EST,TOT,AGRWTH,M,2020-01,1.619048
EST,TOT,AGRWTH,M,2020-02,1.949596
EST,TOT,AGRWTH,M,2020-03,0.900474
EST,TOT,AGRWTH,M,2020-04,-0.7951356
EST,TOT,AGRWTH,M,2020-05,-1.679888
EST,TOT,AGRWTH,M,2020-06,-0.978109
EST,TOT,AGRWTH,M,2020-07,-0.8395522
EST,TOT,AGRWTH,M,2020-08,-0.9263548
EST,TOT,AGRWTH,M,2020-09,-1.06679
EST,TOT,AGRWTH,M,2020-10,-1.485608
EST,TOT,AGRWTH,M,2020-11,-1.116799
EST,TOT,AGRWTH,M,2020-12,-0.7936508
EST,TOT,AGRWTH,M,2021-01,0.2343018
IND,TOT,AGRWTH,M,2017-11,3.971119
IND,TOT,AGRWTH,M,2017-12,4
IND,TOT,AGRWTH,M,2018-01,5.109489
IND,TOT,AGRWTH,M,2018-02,4.744525
IND,TOT,AGRWTH,M,2018-03,4.363636
IND,TOT,AGRWTH,M,2018-04,3.971119
IND,TOT,AGRWTH,M,2018-05,3.956835
IND,TOT,AGRWTH,M,2018-06,3.928571
IND,TOT,AGRWTH,M,2018-07,5.614035
IND,TOT,AGRWTH,M,2018-08,5.614035
IND,TOT,AGRWTH,M,2018-09,5.614035
IND,TOT,AGRWTH,M,2018-10,5.226481
IND,TOT,AGRWTH,M,2018-11,4.861111
IND,TOT,AGRWTH,M,2018-12,5.244755
IND,TOT,AGRWTH,M,2019-01,6.597222
IND,TOT,AGRWTH,M,2019-02,6.968641
IND,TOT,AGRWTH,M,2019-03,7.665505
IND,TOT,AGRWTH,M,2019-04,8.333333
IND,TOT,AGRWTH,M,2019-05,8.650519
IND,TOT,AGRWTH,M,2019-06,8.591065
IND,TOT,AGRWTH,M,2019-07,5.980066
IND,TOT,AGRWTH,M,2019-08,6.312293
IND,TOT,AGRWTH,M,2019-09,6.976744
IND,TOT,AGRWTH,M,2019-10,7.615894
IND,TOT,AGRWTH,M,2019-11,8.609271
IND,TOT,AGRWTH,M,2019-12,9.634551
IND,TOT,AGRWTH,M,2020-01,7.491857
IND,TOT,AGRWTH,M,2020-02,6.840391
IND,TOT,AGRWTH,M,2020-03,5.501618
IND,TOT,AGRWTH,M,2020-04,5.448718
IND,TOT,AGRWTH,M,2020-05,5.095541
IND,TOT,AGRWTH,M,2020-06,5.063291
IND,TOT,AGRWTH,M,2020-07,5.329154
IND,TOT,AGRWTH,M,2020-08,5.625
IND,TOT,AGRWTH,M,2020-09,5.636574
IND,TOT,AGRWTH,M,2020-10,5.902163
IND,TOT,AGRWTH,M,2020-11,5.284787
IND,TOT,AGRWTH,M,2020-12,3.686636
IDN,TOT,AGRWTH,M,2017-11,3.304803
IDN,TOT,AGRWTH,M,2017-12,3.606661
IDN,TOT,AGRWTH,M,2018-01,3.251524
IDN,TOT,AGRWTH,M,2018-02,3.181535
IDN,TOT,AGRWTH,M,2018-03,3.400406
IDN,TOT,AGRWTH,M,2018-04,3.413076
IDN,TOT,AGRWTH,M,2018-05,3.229062
IDN,TOT,AGRWTH,M,2018-06,3.122109
IDN,TOT,AGRWTH,M,2018-07,3.184615
IDN,TOT,AGRWTH,M,2018-08,3.202217
IDN,TOT,AGRWTH,M,2018-09,2.882841
IDN,TOT,AGRWTH,M,2018-10,3.159351
IDN,TOT,AGRWTH,M,2018-11,3.229766
IDN,TOT,AGRWTH,M,2018-12,3.130713
IDN,TOT,AGRWTH,M,2019-01,2.823618
IDN,TOT,AGRWTH,M,2019-02,2.569528
IDN,TOT,AGRWTH,M,2019-03,2.481521
IDN,TOT,AGRWTH,M,2019-04,2.833246
IDN,TOT,AGRWTH,M,2019-05,3.316039
IDN,TOT,AGRWTH,M,2019-06,3.281752
IDN,TOT,AGRWTH,M,2019-07,3.31743
IDN,TOT,AGRWTH,M,2019-08,3.490714
IDN,TOT,AGRWTH,M,2019-09,3.392364
IDN,TOT,AGRWTH,M,2019-10,3.129657
IDN,TOT,AGRWTH,M,2019-11,3.002378
IDN,TOT,AGRWTH,M,2019-12,2.718074
IDN,TOT,AGRWTH,M,2020-01,2.67982
IDN,TOT,AGRWTH,M,2020-02,3.050398
IDN,TOT,AGRWTH,M,2020-03,3.034518
IDN,TOT,AGRWTH,M,2020-04,2.659881
IDN,TOT,AGRWTH,M,2020-05,2.033128
IDN,TOT,AGRWTH,M,2020-06,1.655701
IDN,TOT,AGRWTH,M,2020-07,1.234191
IDN,TOT,AGRWTH,M,2020-08,1.069278
IDN,TOT,AGRWTH,M,2020-09,1.298534
IDN,TOT,AGRWTH,M,2020-10,1.344191
IDN,TOT,AGRWTH,M,2020-11,1.477663
IDN,TOT,AGRWTH,M,2020-12,1.586504
IDN,TOT,AGRWTH,M,2021-01,1.553952
ISR,TOT,AGRWTH,M,2017-11,0.3039514
ISR,TOT,AGRWTH,M,2017-12,0.4052685
ISR,TOT,AGRWTH,M,2018-01,0.1015228
ISR,TOT,AGRWTH,M,2018-02,0.2030457
ISR,TOT,AGRWTH,M,2018-03,0.2024291
ISR,TOT,AGRWTH,M,2018-04,0.4040404
ISR,TOT,AGRWTH,M,2018-05,0.5030181
ISR,TOT,AGRWTH,M,2018-06,1.317123
ISR,TOT,AGRWTH,M,2018-07,1.419878
ISR,TOT,AGRWTH,M,2018-08,1.213347
ISR,TOT,AGRWTH,M,2018-09,1.212121
ISR,TOT,AGRWTH,M,2018-10,1.208459
ISR,TOT,AGRWTH,M,2018-11,1.212121
ISR,TOT,AGRWTH,M,2018-12,0.8072654
ISR,TOT,AGRWTH,M,2019-01,1.217039
ISR,TOT,AGRWTH,M,2019-02,1.215806
ISR,TOT,AGRWTH,M,2019-03,1.414141
ISR,TOT,AGRWTH,M,2019-04,1.307847
ISR,TOT,AGRWTH,M,2019-05,1.501502
ISR,TOT,AGRWTH,M,2019-06,0.8
ISR,TOT,AGRWTH,M,2019-07,0.5
ISR,TOT,AGRWTH,M,2019-08,0.5994006
ISR,TOT,AGRWTH,M,2019-09,0.2994012
ISR,TOT,AGRWTH,M,2019-10,0.39801
ISR,TOT,AGRWTH,M,2019-11,0.2994012
ISR,TOT,AGRWTH,M,2019-12,0.6006006
ISR,TOT,AGRWTH,M,2020-01,0.3006012
ISR,TOT,AGRWTH,M,2020-02,0.1001001
ISR,TOT,AGRWTH,M,2020-03,0
ISR,TOT,AGRWTH,M,2020-04,-0.5958292
ISR,TOT,AGRWTH,M,2020-05,-1.577909
ISR,TOT,AGRWTH,M,2020-06,-1.09127
ISR,TOT,AGRWTH,M,2020-07,-0.5970149
ISR,TOT,AGRWTH,M,2020-08,-0.7944389
ISR,TOT,AGRWTH,M,2020-09,-0.6965174
ISR,TOT,AGRWTH,M,2020-10,-0.7928642
ISR,TOT,AGRWTH,M,2020-11,-0.5970149
ISR,TOT,AGRWTH,M,2020-12,-0.6965174
ISR,TOT,AGRWTH,M,2021-01,-0.3996004
RUS,TOT,AGRWTH,M,2017-11,2.502644
RUS,TOT,AGRWTH,M,2017-12,2.523063
RUS,TOT,AGRWTH,M,2018-01,2.2072
RUS,TOT,AGRWTH,M,2018-02,2.197002
RUS,TOT,AGRWTH,M,2018-03,2.360305
RUS,TOT,AGRWTH,M,2018-04,2.411317
RUS,TOT,AGRWTH,M,2018-05,2.42152
RUS,TOT,AGRWTH,M,2018-06,2.299359
RUS,TOT,AGRWTH,M,2018-07,2.503815
RUS,TOT,AGRWTH,M,2018-08,3.070647
RUS,TOT,AGRWTH,M,2018-09,3.390646
RUS,TOT,AGRWTH,M,2018-10,3.545422
RUS,TOT,AGRWTH,M,2018-11,3.834713
RUS,TOT,AGRWTH,M,2018-12,4.268995
RUS,TOT,AGRWTH,M,2019-01,4.996622
RUS,TOT,AGRWTH,M,2019-02,5.237608
RUS,TOT,AGRWTH,M,2019-03,5.269088
RUS,TOT,AGRWTH,M,2019-04,5.174705
RUS,TOT,AGRWTH,M,2019-05,5.132794
RUS,TOT,AGRWTH,M,2019-06,4.662004
RUS,TOT,AGRWTH,M,2019-07,4.588937
RUS,TOT,AGRWTH,M,2019-08,4.327491
RUS,TOT,AGRWTH,M,2019-09,3.994176
RUS,TOT,AGRWTH,M,2019-10,3.766187
RUS,TOT,AGRWTH,M,2019-11,3.539037
RUS,TOT,AGRWTH,M,2019-12,3.04619
RUS,TOT,AGRWTH,M,2020-01,2.423893
RUS,TOT,AGRWTH,M,2020-02,2.311721
RUS,TOT,AGRWTH,M,2020-03,2.546287
RUS,TOT,AGRWTH,M,2020-04,3.098436
RUS,TOT,AGRWTH,M,2020-05,3.026511
RUS,TOT,AGRWTH,M,2020-06,3.211885
RUS,TOT,AGRWTH,M,2020-07,3.366394
RUS,TOT,AGRWTH,M,2020-08,3.573624
RUS,TOT,AGRWTH,M,2020-09,3.666989
RUS,TOT,AGRWTH,M,2020-10,3.977587
RUS,TOT,AGRWTH,M,2020-11,4.423442
RUS,TOT,AGRWTH,M,2020-12,4.912471
SVN,TOT,AGRWTH,M,2017-11,1.210317
SVN,TOT,AGRWTH,M,2017-12,1.745462
SVN,TOT,AGRWTH,M,2018-01,1.525186
SVN,TOT,AGRWTH,M,2018-02,1.222178
SVN,TOT,AGRWTH,M,2018-03,1.158531
SVN,TOT,AGRWTH,M,2018-04,1.53998
SVN,TOT,AGRWTH,M,2018-05,2.029412
SVN,TOT,AGRWTH,M,2018-06,2.069439
SVN,TOT,AGRWTH,M,2018-07,1.867036
SVN,TOT,AGRWTH,M,2018-08,1.815312
SVN,TOT,AGRWTH,M,2018-09,1.998031
SVN,TOT,AGRWTH,M,2018-10,2.202123
SVN,TOT,AGRWTH,M,2018-11,1.999608
SVN,TOT,AGRWTH,M,2018-12,1.421429
SVN,TOT,AGRWTH,M,2019-01,1.126705
SVN,TOT,AGRWTH,M,2019-02,1.217238
SVN,TOT,AGRWTH,M,2019-03,1.634691
SVN,TOT,AGRWTH,M,2019-04,1.730507
SVN,TOT,AGRWTH,M,2019-05,1.431729
SVN,TOT,AGRWTH,M,2019-06,1.787259
SVN,TOT,AGRWTH,M,2019-07,1.997673
SVN,TOT,AGRWTH,M,2019-08,2.296512
SVN,TOT,AGRWTH,M,2019-09,1.67905
SVN,TOT,AGRWTH,M,2019-10,1.423625
SVN,TOT,AGRWTH,M,2019-11,1.403037
SVN,TOT,AGRWTH,M,2019-12,1.826793
SVN,TOT,AGRWTH,M,2020-01,2.081704
SVN,TOT,AGRWTH,M,2020-02,1.968771
SVN,TOT,AGRWTH,M,2020-03,0.4719253
SVN,TOT,AGRWTH,M,2020-04,-1.223242
SVN,TOT,AGRWTH,M,2020-05,-1.231527
SVN,TOT,AGRWTH,M,2020-06,-0.3115265
SVN,TOT,AGRWTH,M,2020-07,0.2852253
SVN,TOT,AGRWTH,M,2020-08,-0.1420858
SVN,TOT,AGRWTH,M,2020-09,-0.3416532
SVN,TOT,AGRWTH,M,2020-10,-0.09484067
SVN,TOT,AGRWTH,M,2020-11,-0.9287339
SVN,TOT,AGRWTH,M,2020-12,-1.082107
SVN,TOT,AGRWTH,M,2021-01,-0.6606032
ZAF,TOT,AGRWTH,M,2017-11,4.417671
ZAF,TOT,AGRWTH,M,2017-12,4.5
ZAF,TOT,AGRWTH,M,2018-01,4.274354
ZAF,TOT,AGRWTH,M,2018-02,3.834808
ZAF,TOT,AGRWTH,M,2018-03,3.718199
ZAF,TOT,AGRWTH,M,2018-04,4.301075
ZAF,TOT,AGRWTH,M,2018-05,4.288499
ZAF,TOT,AGRWTH,M,2018-06,4.377432
ZAF,TOT,AGRWTH,M,2018-07,5.048543
ZAF,TOT,AGRWTH,M,2018-08,4.84966
ZAF,TOT,AGRWTH,M,2018-09,4.826255
ZAF,TOT,AGRWTH,M,2018-10,5.004812
ZAF,TOT,AGRWTH,M,2018-11,5.096154
ZAF,TOT,AGRWTH,M,2018-12,4.401914
ZAF,TOT,AGRWTH,M,2019-01,3.908484
ZAF,TOT,AGRWTH,M,2019-02,4.07197
ZAF,TOT,AGRWTH,M,2019-03,4.528302
ZAF,TOT,AGRWTH,M,2019-04,4.404873
ZAF,TOT,AGRWTH,M,2019-05,4.392523
ZAF,TOT,AGRWTH,M,2019-06,4.473439
ZAF,TOT,AGRWTH,M,2019-07,3.974122
ZAF,TOT,AGRWTH,M,2019-08,4.347826
ZAF,TOT,AGRWTH,M,2019-09,4.143646
ZAF,TOT,AGRWTH,M,2019-10,3.666361
ZAF,TOT,AGRWTH,M,2019-11,3.568161
ZAF,TOT,AGRWTH,M,2019-12,4.032997
ZAF,TOT,AGRWTH,M,2020-01,4.40367
ZAF,TOT,AGRWTH,M,2020-02,4.549591
ZAF,TOT,AGRWTH,M,2020-03,4.061372
ZAF,TOT,AGRWTH,M,2020-04,2.872531
ZAF,TOT,AGRWTH,M,2020-05,2.059087
ZAF,TOT,AGRWTH,M,2020-06,2.140946
ZAF,TOT,AGRWTH,M,2020-07,3.2
ZAF,TOT,AGRWTH,M,2020-08,3.014184
ZAF,TOT,AGRWTH,M,2020-09,2.917772
ZAF,TOT,AGRWTH,M,2020-10,3.271441
ZAF,TOT,AGRWTH,M,2020-11,3.180212
ZAF,TOT,AGRWTH,M,2020-12,3.0837
ZAF,TOT,AGRWTH,M,2021-01,3.163445
