LOCATION,SUBJECT,MEASURE,FREQUENCY,TIME,Value
OECD,TOT,AGRWTH,M,2017-11,2.409063
OECD,TOT,AGRWTH,M,2017-12,2.349563
OECD,TOT,AGRWTH,M,2018-01,2.191658
OECD,TOT,AGRWTH,M,2018-02,2.216704
OECD,TOT,AGRWTH,M,2018-03,2.2823
OECD,TOT,AGRWTH,M,2018-04,2.272187
OECD,TOT,AGRWTH,M,2018-05,2.604501
OECD,TOT,AGRWTH,M,2018-06,2.790452
OECD,TOT,AGRWTH,M,2018-07,2.888335
OECD,TOT,AGRWTH,M,2018-08,2.895879
OECD,TOT,AGRWTH,M,2018-09,2.919971
OECD,TOT,AGRWTH,M,2018-10,3.108483
OECD,TOT,AGRWTH,M,2018-11,2.704852
OECD,TOT,AGRWTH,M,2018-12,2.390721
OECD,TOT,AGRWTH,M,2019-01,2.105764
OECD,TOT,AGRWTH,M,2019-02,2.085498
OECD,TOT,AGRWTH,M,2019-03,2.273633
OECD,TOT,AGRWTH,M,2019-04,2.477992
OECD,TOT,AGRWTH,M,2019-05,2.265477
OECD,TOT,AGRWTH,M,2019-06,2.082724
OECD,TOT,AGRWTH,M,2019-07,2.148704
OECD,TOT,AGRWTH,M,2019-08,1.955538
OECD,TOT,AGRWTH,M,2019-09,1.672075
OECD,TOT,AGRWTH,M,2019-10,1.644844
OECD,TOT,AGRWTH,M,2019-11,1.889929
OECD,TOT,AGRWTH,M,2019-12,2.165111
OECD,TOT,AGRWTH,M,2020-01,2.378524
OECD,TOT,AGRWTH,M,2020-02,2.271434
OECD,TOT,AGRWTH,M,2020-03,1.741933
OECD,TOT,AGRWTH,M,2020-04,0.857408
OECD,TOT,AGRWTH,M,2020-05,0.7052489
OECD,TOT,AGRWTH,M,2020-06,1.085883
OECD,TOT,AGRWTH,M,2020-07,1.208743
OECD,TOT,AGRWTH,M,2020-08,1.285037
OECD,TOT,AGRWTH,M,2020-09,1.323137
OECD,TOT,AGRWTH,M,2020-10,1.195556
OECD,TOT,AGRWTH,M,2020-11,1.174739
OECD,TOT,AGRWTH,M,2020-12,1.244409
OECDE,TOT,AGRWTH,M,2017-11,2.705728
OECDE,TOT,AGRWTH,M,2017-12,2.465577
OECDE,TOT,AGRWTH,M,2018-01,2.262232
OECDE,TOT,AGRWTH,M,2018-02,2.091063
OECDE,TOT,AGRWTH,M,2018-03,2.23293
OECDE,TOT,AGRWTH,M,2018-04,2.221068
OECDE,TOT,AGRWTH,M,2018-05,2.755454
OECDE,TOT,AGRWTH,M,2018-06,3.102807
OECDE,TOT,AGRWTH,M,2018-07,3.213883
OECDE,TOT,AGRWTH,M,2018-08,3.409488
OECDE,TOT,AGRWTH,M,2018-09,3.938323
OECDE,TOT,AGRWTH,M,2018-10,4.146343
OECDE,TOT,AGRWTH,M,2018-11,3.626755
OECDE,TOT,AGRWTH,M,2018-12,3.225091
OECDE,TOT,AGRWTH,M,2019-01,3.048694
OECDE,TOT,AGRWTH,M,2019-02,3.102815
OECDE,TOT,AGRWTH,M,2019-03,3.124553
OECDE,TOT,AGRWTH,M,2019-04,3.354554
OECDE,TOT,AGRWTH,M,2019-05,2.986173
OECDE,TOT,AGRWTH,M,2019-06,2.736645
OECDE,TOT,AGRWTH,M,2019-07,2.778612
OECDE,TOT,AGRWTH,M,2019-08,2.526313
OECDE,TOT,AGRWTH,M,2019-09,1.86222
OECDE,TOT,AGRWTH,M,2019-10,1.673045
OECDE,TOT,AGRWTH,M,2019-11,1.935805
OECDE,TOT,AGRWTH,M,2019-12,2.320127
OECDE,TOT,AGRWTH,M,2020-01,2.554253
OECDE,TOT,AGRWTH,M,2020-02,2.458924
OECDE,TOT,AGRWTH,M,2020-03,2.066511
OECDE,TOT,AGRWTH,M,2020-04,1.510494
OECDE,TOT,AGRWTH,M,2020-05,1.367135
OECDE,TOT,AGRWTH,M,2020-06,1.65849
OECDE,TOT,AGRWTH,M,2020-07,1.515863
OECDE,TOT,AGRWTH,M,2020-08,1.325996
OECDE,TOT,AGRWTH,M,2020-09,1.314699
OECDE,TOT,AGRWTH,M,2020-10,1.323175
OECDE,TOT,AGRWTH,M,2020-11,1.433237
OECDE,TOT,AGRWTH,M,2020-12,1.494833
G-7,TOT,AGRWTH,M,2017-11,1.84855
G-7,TOT,AGRWTH,M,2017-12,1.836899
G-7,TOT,AGRWTH,M,2018-01,1.83644
G-7,TOT,AGRWTH,M,2018-02,1.884385
G-7,TOT,AGRWTH,M,2018-03,1.998096
G-7,TOT,AGRWTH,M,2018-04,1.958361
G-7,TOT,AGRWTH,M,2018-05,2.279742
G-7,TOT,AGRWTH,M,2018-06,2.340544
G-7,TOT,AGRWTH,M,2018-07,2.456346
G-7,TOT,AGRWTH,M,2018-08,2.361526
G-7,TOT,AGRWTH,M,2018-09,2.0668
G-7,TOT,AGRWTH,M,2018-10,2.283876
G-7,TOT,AGRWTH,M,2018-11,1.946933
G-7,TOT,AGRWTH,M,2018-12,1.641814
G-7,TOT,AGRWTH,M,2019-01,1.336151
G-7,TOT,AGRWTH,M,2019-02,1.338721
G-7,TOT,AGRWTH,M,2019-03,1.547952
G-7,TOT,AGRWTH,M,2019-04,1.772451
G-7,TOT,AGRWTH,M,2019-05,1.561281
G-7,TOT,AGRWTH,M,2019-06,1.481663
G-7,TOT,AGRWTH,M,2019-07,1.554636
G-7,TOT,AGRWTH,M,2019-08,1.425023
G-7,TOT,AGRWTH,M,2019-09,1.367224
G-7,TOT,AGRWTH,M,2019-10,1.357947
G-7,TOT,AGRWTH,M,2019-11,1.572669
G-7,TOT,AGRWTH,M,2019-12,1.816879
G-7,TOT,AGRWTH,M,2020-01,1.983407
G-7,TOT,AGRWTH,M,2020-02,1.844705
G-7,TOT,AGRWTH,M,2020-03,1.236126
G-7,TOT,AGRWTH,M,2020-04,0.3549457
G-7,TOT,AGRWTH,M,2020-05,0.1634012
G-7,TOT,AGRWTH,M,2020-06,0.5426884
G-7,TOT,AGRWTH,M,2020-07,0.6913712
G-7,TOT,AGRWTH,M,2020-08,0.7828336
G-7,TOT,AGRWTH,M,2020-09,0.8090311
G-7,TOT,AGRWTH,M,2020-10,0.6795639
G-7,TOT,AGRWTH,M,2020-11,0.6103809
G-7,TOT,AGRWTH,M,2020-12,0.6962205
COL,TOT,AGRWTH,M,2017-11,4.108703
COL,TOT,AGRWTH,M,2017-12,4.081194
COL,TOT,AGRWTH,M,2018-01,3.667482
COL,TOT,AGRWTH,M,2018-02,3.368067
COL,TOT,AGRWTH,M,2018-03,3.132202
COL,TOT,AGRWTH,M,2018-04,3.128259
COL,TOT,AGRWTH,M,2018-05,3.162713
COL,TOT,AGRWTH,M,2018-06,3.200665
COL,TOT,AGRWTH,M,2018-07,3.119152
COL,TOT,AGRWTH,M,2018-08,3.104558
COL,TOT,AGRWTH,M,2018-09,3.217103
COL,TOT,AGRWTH,M,2018-10,3.330912
COL,TOT,AGRWTH,M,2018-11,3.273255
COL,TOT,AGRWTH,M,2018-12,3.188525
COL,TOT,AGRWTH,M,2019-01,3.158326
COL,TOT,AGRWTH,M,2019-02,3.024132
COL,TOT,AGRWTH,M,2019-03,3.219908
COL,TOT,AGRWTH,M,2019-04,3.255814
COL,TOT,AGRWTH,M,2019-05,3.307786
COL,TOT,AGRWTH,M,2019-06,3.433692
COL,TOT,AGRWTH,M,2019-07,3.791087
COL,TOT,AGRWTH,M,2019-08,3.756294
COL,TOT,AGRWTH,M,2019-09,3.820632
COL,TOT,AGRWTH,M,2019-10,3.866238
COL,TOT,AGRWTH,M,2019-11,3.851555
COL,TOT,AGRWTH,M,2019-12,3.8
COL,TOT,AGRWTH,M,2020-01,3.61829
COL,TOT,AGRWTH,M,2020-02,3.716149
COL,TOT,AGRWTH,M,2020-03,3.847668
COL,TOT,AGRWTH,M,2020-04,3.50568
COL,TOT,AGRWTH,M,2020-05,2.850449
COL,TOT,AGRWTH,M,2020-06,2.190421
COL,TOT,AGRWTH,M,2020-07,1.972023
COL,TOT,AGRWTH,M,2020-08,1.873241
COL,TOT,AGRWTH,M,2020-09,1.965911
COL,TOT,AGRWTH,M,2020-10,1.740307
COL,TOT,AGRWTH,M,2020-11,1.487348
COL,TOT,AGRWTH,M,2020-12,1.618497
COL,TOT,AGRWTH,M,2021-01,1.592479
LVA,TOT,AGRWTH,M,2017-11,2.727695
LVA,TOT,AGRWTH,M,2017-12,2.151458
LVA,TOT,AGRWTH,M,2018-01,1.998137
LVA,TOT,AGRWTH,M,2018-02,1.802639
LVA,TOT,AGRWTH,M,2018-03,2.173048
LVA,TOT,AGRWTH,M,2018-04,1.999038
LVA,TOT,AGRWTH,M,2018-05,2.293299
LVA,TOT,AGRWTH,M,2018-06,2.76316
LVA,TOT,AGRWTH,M,2018-07,2.644246
LVA,TOT,AGRWTH,M,2018-08,2.816852
LVA,TOT,AGRWTH,M,2018-09,3.203028
LVA,TOT,AGRWTH,M,2018-10,3.202321
LVA,TOT,AGRWTH,M,2018-11,2.950217
LVA,TOT,AGRWTH,M,2018-12,2.55108
LVA,TOT,AGRWTH,M,2019-01,3.049044
LVA,TOT,AGRWTH,M,2019-02,2.885851
LVA,TOT,AGRWTH,M,2019-03,2.771452
LVA,TOT,AGRWTH,M,2019-04,3.437203
LVA,TOT,AGRWTH,M,2019-05,3.346502
LVA,TOT,AGRWTH,M,2019-06,3.044204
LVA,TOT,AGRWTH,M,2019-07,2.881465
LVA,TOT,AGRWTH,M,2019-08,3.156547
LVA,TOT,AGRWTH,M,2019-09,2.554927
LVA,TOT,AGRWTH,M,2019-10,2.256296
LVA,TOT,AGRWTH,M,2019-11,2.114764
LVA,TOT,AGRWTH,M,2019-12,2.262326
LVA,TOT,AGRWTH,M,2020-01,2.176536
LVA,TOT,AGRWTH,M,2020-02,2.250528
LVA,TOT,AGRWTH,M,2020-03,1.404286
LVA,TOT,AGRWTH,M,2020-04,0.03719315
LVA,TOT,AGRWTH,M,2020-05,-0.5817327
LVA,TOT,AGRWTH,M,2020-06,-0.7241044
LVA,TOT,AGRWTH,M,2020-07,0.4810174
LVA,TOT,AGRWTH,M,2020-08,-0.2253076
LVA,TOT,AGRWTH,M,2020-09,-0.2525564
LVA,TOT,AGRWTH,M,2020-10,-0.663614
LVA,TOT,AGRWTH,M,2020-11,-0.6830302
LVA,TOT,AGRWTH,M,2020-12,-0.4953912
LVA,TOT,AGRWTH,M,2021-01,-0.4777372
SAU,TOT,AGRWTH,M,2017-11,-1.700092
SAU,TOT,AGRWTH,M,2017-12,-1.112926
SAU,TOT,AGRWTH,M,2018-01,3.150251
SAU,TOT,AGRWTH,M,2018-02,2.942679
SAU,TOT,AGRWTH,M,2018-03,2.872917
SAU,TOT,AGRWTH,M,2018-04,2.492594
SAU,TOT,AGRWTH,M,2018-05,2.404092
SAU,TOT,AGRWTH,M,2018-06,2.326293
SAU,TOT,AGRWTH,M,2018-07,2.246044
SAU,TOT,AGRWTH,M,2018-08,2.28063
SAU,TOT,AGRWTH,M,2018-09,2.097401
SAU,TOT,AGRWTH,M,2018-10,2.139257
SAU,TOT,AGRWTH,M,2018-11,2.630489
SAU,TOT,AGRWTH,M,2018-12,1.91017
SAU,TOT,AGRWTH,M,2019-01,-3.163114
SAU,TOT,AGRWTH,M,2019-02,-3.235732
SAU,TOT,AGRWTH,M,2019-03,-3.210097
SAU,TOT,AGRWTH,M,2019-04,-2.880494
SAU,TOT,AGRWTH,M,2019-05,-2.627373
SAU,TOT,AGRWTH,M,2019-06,-2.592482
SAU,TOT,AGRWTH,M,2019-07,-2.18672
SAU,TOT,AGRWTH,M,2019-08,-1.859814
SAU,TOT,AGRWTH,M,2019-09,-1.412967
SAU,TOT,AGRWTH,M,2019-10,-0.8861142
SAU,TOT,AGRWTH,M,2019-11,-0.8072654
SAU,TOT,AGRWTH,M,2019-12,-0.1823708
SAU,TOT,AGRWTH,M,2020-01,0.7270121
SAU,TOT,AGRWTH,M,2020-02,1.230896
SAU,TOT,AGRWTH,M,2020-03,1.478591
SAU,TOT,AGRWTH,M,2020-04,1.303366
SAU,TOT,AGRWTH,M,2020-05,1.056735
SAU,TOT,AGRWTH,M,2020-06,0.5220596
SAU,TOT,AGRWTH,M,2020-07,6.124949
SAU,TOT,AGRWTH,M,2020-08,6.164035
SAU,TOT,AGRWTH,M,2020-09,5.743037
SAU,TOT,AGRWTH,M,2020-10,5.760439
SAU,TOT,AGRWTH,M,2020-11,5.798576
SAU,TOT,AGRWTH,M,2020-12,5.328867
SAU,TOT,AGRWTH,M,2021-01,5.723289
EU28,TOT,AGRWTH,M,2017-11,1.6
EU28,TOT,AGRWTH,M,2017-12,1.4
EU28,TOT,AGRWTH,M,2018-01,1.4
EU28,TOT,AGRWTH,M,2018-02,1.2
EU28,TOT,AGRWTH,M,2018-03,1.4
EU28,TOT,AGRWTH,M,2018-04,1.3
EU28,TOT,AGRWTH,M,2018-05,2
EU28,TOT,AGRWTH,M,2018-06,2
EU28,TOT,AGRWTH,M,2018-07,2.2
EU28,TOT,AGRWTH,M,2018-08,2.1
EU28,TOT,AGRWTH,M,2018-09,2.1
EU28,TOT,AGRWTH,M,2018-10,2.3
EU28,TOT,AGRWTH,M,2018-11,1.9
EU28,TOT,AGRWTH,M,2018-12,1.6
EU28,TOT,AGRWTH,M,2019-01,1.4
EU28,TOT,AGRWTH,M,2019-02,1.6
EU28,TOT,AGRWTH,M,2019-03,1.6
EU28,TOT,AGRWTH,M,2019-04,1.9
EU28,TOT,AGRWTH,M,2019-05,1.5
EU28,TOT,AGRWTH,M,2019-06,1.5
EU28,TOT,AGRWTH,M,2019-07,1.3
EU28,TOT,AGRWTH,M,2019-08,1.3
EU28,TOT,AGRWTH,M,2019-09,1.1
EU28,TOT,AGRWTH,M,2019-10,1
EU28,TOT,AGRWTH,M,2019-11,1.3
EU28,TOT,AGRWTH,M,2019-12,1.6
EU28,TOT,AGRWTH,M,2020-01,1.7
EA19,TOT,AGRWTH,M,2017-11,1.5
EA19,TOT,AGRWTH,M,2017-12,1.3
EA19,TOT,AGRWTH,M,2018-01,1.3
EA19,TOT,AGRWTH,M,2018-02,1.1
EA19,TOT,AGRWTH,M,2018-03,1.4
EA19,TOT,AGRWTH,M,2018-04,1.2
EA19,TOT,AGRWTH,M,2018-05,2
EA19,TOT,AGRWTH,M,2018-06,2
EA19,TOT,AGRWTH,M,2018-07,2.2
EA19,TOT,AGRWTH,M,2018-08,2.1
EA19,TOT,AGRWTH,M,2018-09,2.1
EA19,TOT,AGRWTH,M,2018-10,2.3
EA19,TOT,AGRWTH,M,2018-11,1.9
EA19,TOT,AGRWTH,M,2018-12,1.5
EA19,TOT,AGRWTH,M,2019-01,1.4
EA19,TOT,AGRWTH,M,2019-02,1.5
EA19,TOT,AGRWTH,M,2019-03,1.4
EA19,TOT,AGRWTH,M,2019-04,1.7
EA19,TOT,AGRWTH,M,2019-05,1.2
EA19,TOT,AGRWTH,M,2019-06,1.3
EA19,TOT,AGRWTH,M,2019-07,1
EA19,TOT,AGRWTH,M,2019-08,1
EA19,TOT,AGRWTH,M,2019-09,0.8
EA19,TOT,AGRWTH,M,2019-10,0.7
EA19,TOT,AGRWTH,M,2019-11,1
EA19,TOT,AGRWTH,M,2019-12,1.3
EA19,TOT,AGRWTH,M,2020-01,1.4
EA19,TOT,AGRWTH,M,2020-02,1.2
EA19,TOT,AGRWTH,M,2020-03,0.7
EA19,TOT,AGRWTH,M,2020-04,0.3
EA19,TOT,AGRWTH,M,2020-05,0.1
EA19,TOT,AGRWTH,M,2020-06,0.3
EA19,TOT,AGRWTH,M,2020-07,0.4
EA19,TOT,AGRWTH,M,2020-08,-0.2
EA19,TOT,AGRWTH,M,2020-09,-0.3
EA19,TOT,AGRWTH,M,2020-10,-0.3
EA19,TOT,AGRWTH,M,2020-11,-0.3
EA19,TOT,AGRWTH,M,2020-12,-0.3
ARG,TOT,AGRWTH,M,2017-12,24.7956
ARG,TOT,AGRWTH,M,2018-01,25.00623
ARG,TOT,AGRWTH,M,2018-02,25.43711
ARG,TOT,AGRWTH,M,2018-03,25.39652
ARG,TOT,AGRWTH,M,2018-04,25.49816
ARG,TOT,AGRWTH,M,2018-05,26.29076
ARG,TOT,AGRWTH,M,2018-06,29.4665
ARG,TOT,AGRWTH,M,2018-07,31.20916
ARG,TOT,AGRWTH,M,2018-08,34.42611
ARG,TOT,AGRWTH,M,2018-09,40.54234
ARG,TOT,AGRWTH,M,2018-10,45.90969
ARG,TOT,AGRWTH,M,2018-11,48.46918
ARG,TOT,AGRWTH,M,2018-12,47.64559
ARG,TOT,AGRWTH,M,2019-01,49.31258
ARG,TOT,AGRWTH,M,2019-02,51.27571
ARG,TOT,AGRWTH,M,2019-03,54.73234
ARG,TOT,AGRWTH,M,2019-04,55.79512
ARG,TOT,AGRWTH,M,2019-05,57.29651
ARG,TOT,AGRWTH,M,2019-06,55.7519
ARG,TOT,AGRWTH,M,2019-07,54.38664
ARG,TOT,AGRWTH,M,2019-08,54.48256
ARG,TOT,AGRWTH,M,2019-09,53.54201
ARG,TOT,AGRWTH,M,2019-10,50.48531
ARG,TOT,AGRWTH,M,2019-11,52.09175
ARG,TOT,AGRWTH,M,2019-12,53.8324
ARG,TOT,AGRWTH,M,2020-01,52.85573
ARG,TOT,AGRWTH,M,2020-02,50.27489
ARG,TOT,AGRWTH,M,2020-03,48.35686
ARG,TOT,AGRWTH,M,2020-04,45.56293
ARG,TOT,AGRWTH,M,2020-05,43.42123
ARG,TOT,AGRWTH,M,2020-06,42.75875
ARG,TOT,AGRWTH,M,2020-07,42.39043
ARG,TOT,AGRWTH,M,2020-08,40.67294
ARG,TOT,AGRWTH,M,2020-09,36.62072
ARG,TOT,AGRWTH,M,2020-10,37.23904
ARG,TOT,AGRWTH,M,2020-11,35.79782
ARG,TOT,AGRWTH,M,2020-12,36.14059
ARG,TOT,AGRWTH,M,2021-01,38.53198
LTU,TOT,AGRWTH,M,2017-11,4.355991
LTU,TOT,AGRWTH,M,2017-12,3.914876
LTU,TOT,AGRWTH,M,2018-01,4.010922
LTU,TOT,AGRWTH,M,2018-02,3.474303
LTU,TOT,AGRWTH,M,2018-03,2.68353
LTU,TOT,AGRWTH,M,2018-04,2.341159
LTU,TOT,AGRWTH,M,2018-05,2.898324
LTU,TOT,AGRWTH,M,2018-06,2.628963
LTU,TOT,AGRWTH,M,2018-07,2.466976
LTU,TOT,AGRWTH,M,2018-08,2.12701
LTU,TOT,AGRWTH,M,2018-09,2.44541
LTU,TOT,AGRWTH,M,2018-10,2.94109
LTU,TOT,AGRWTH,M,2018-11,2.517488
LTU,TOT,AGRWTH,M,2018-12,1.896705
LTU,TOT,AGRWTH,M,2019-01,1.745512
LTU,TOT,AGRWTH,M,2019-02,2.051222
LTU,TOT,AGRWTH,M,2019-03,2.642004
LTU,TOT,AGRWTH,M,2019-04,2.83401
LTU,TOT,AGRWTH,M,2019-05,2.665631
LTU,TOT,AGRWTH,M,2019-06,2.474155
LTU,TOT,AGRWTH,M,2019-07,2.654106
LTU,TOT,AGRWTH,M,2019-08,2.635422
LTU,TOT,AGRWTH,M,2019-09,2.212718
LTU,TOT,AGRWTH,M,2019-10,1.641279
LTU,TOT,AGRWTH,M,2019-11,1.745825
LTU,TOT,AGRWTH,M,2019-12,2.723212
LTU,TOT,AGRWTH,M,2020-01,2.970036
LTU,TOT,AGRWTH,M,2020-02,2.786301
LTU,TOT,AGRWTH,M,2020-03,1.754376
LTU,TOT,AGRWTH,M,2020-04,1.022452
LTU,TOT,AGRWTH,M,2020-05,0.3000564
LTU,TOT,AGRWTH,M,2020-06,1.006559
LTU,TOT,AGRWTH,M,2020-07,1.048865
LTU,TOT,AGRWTH,M,2020-08,1.261471
LTU,TOT,AGRWTH,M,2020-09,0.7436699
LTU,TOT,AGRWTH,M,2020-10,0.7327076
LTU,TOT,AGRWTH,M,2020-11,0.6046705
LTU,TOT,AGRWTH,M,2020-12,0.2445556
LTU,TOT,AGRWTH,M,2021-01,0.2979346
CRI,TOT,AGRWTH,M,2017-11,2.491256
CRI,TOT,AGRWTH,M,2017-12,2.57375
CRI,TOT,AGRWTH,M,2018-01,2.407828
CRI,TOT,AGRWTH,M,2018-02,2.212385
CRI,TOT,AGRWTH,M,2018-03,2.613006
CRI,TOT,AGRWTH,M,2018-04,2.375909
CRI,TOT,AGRWTH,M,2018-05,2.035029
CRI,TOT,AGRWTH,M,2018-06,2.134208
CRI,TOT,AGRWTH,M,2018-07,2.083928
CRI,TOT,AGRWTH,M,2018-08,2.24008
CRI,TOT,AGRWTH,M,2018-09,2.211248
CRI,TOT,AGRWTH,M,2018-10,2.026565
CRI,TOT,AGRWTH,M,2018-11,2.293154
CRI,TOT,AGRWTH,M,2018-12,2.027401
CRI,TOT,AGRWTH,M,2019-01,1.666354
CRI,TOT,AGRWTH,M,2019-02,1.53509
CRI,TOT,AGRWTH,M,2019-03,1.419206
CRI,TOT,AGRWTH,M,2019-04,2.069145
CRI,TOT,AGRWTH,M,2019-05,2.322338
CRI,TOT,AGRWTH,M,2019-06,2.421081
CRI,TOT,AGRWTH,M,2019-07,2.890066
CRI,TOT,AGRWTH,M,2019-08,2.855662
CRI,TOT,AGRWTH,M,2019-09,2.528633
CRI,TOT,AGRWTH,M,2019-10,2.072897
CRI,TOT,AGRWTH,M,2019-11,1.855806
CRI,TOT,AGRWTH,M,2019-12,1.522089
CRI,TOT,AGRWTH,M,2020-01,1.582735
CRI,TOT,AGRWTH,M,2020-02,1.790117
CRI,TOT,AGRWTH,M,2020-03,1.907455
CRI,TOT,AGRWTH,M,2020-04,0.8913564
CRI,TOT,AGRWTH,M,2020-05,0.6083542
CRI,TOT,AGRWTH,M,2020-06,0.3114601
CRI,TOT,AGRWTH,M,2020-07,-0.1651694
CRI,TOT,AGRWTH,M,2020-08,-0.07056879
CRI,TOT,AGRWTH,M,2020-09,0.2997063
CRI,TOT,AGRWTH,M,2020-10,0.452411
CRI,TOT,AGRWTH,M,2020-11,0.2438729
CRI,TOT,AGRWTH,M,2020-12,0.8929022
CRI,TOT,AGRWTH,M,2021-01,0.9594356
G-20,TOT,AGRWTH,M,2017-11,2.504778
G-20,TOT,AGRWTH,M,2017-12,2.487996
G-20,TOT,AGRWTH,M,2018-01,2.711561
G-20,TOT,AGRWTH,M,2018-02,2.901175
G-20,TOT,AGRWTH,M,2018-03,2.788832
G-20,TOT,AGRWTH,M,2018-04,2.720077
G-20,TOT,AGRWTH,M,2018-05,2.916018
G-20,TOT,AGRWTH,M,2018-06,3.134463
G-20,TOT,AGRWTH,M,2018-07,3.486851
G-20,TOT,AGRWTH,M,2018-08,3.552769
G-20,TOT,AGRWTH,M,2018-09,3.673762
G-20,TOT,AGRWTH,M,2018-10,3.856497
G-20,TOT,AGRWTH,M,2018-11,3.524922
G-20,TOT,AGRWTH,M,2018-12,3.32784
G-20,TOT,AGRWTH,M,2019-01,3.237638
G-20,TOT,AGRWTH,M,2019-02,3.258571
G-20,TOT,AGRWTH,M,2019-03,3.602407
G-20,TOT,AGRWTH,M,2019-04,3.874578
G-20,TOT,AGRWTH,M,2019-05,3.80868
G-20,TOT,AGRWTH,M,2019-06,3.598633
G-20,TOT,AGRWTH,M,2019-07,3.367208
G-20,TOT,AGRWTH,M,2019-08,3.319335
G-20,TOT,AGRWTH,M,2019-09,3.191841
G-20,TOT,AGRWTH,M,2019-10,3.28685
G-20,TOT,AGRWTH,M,2019-11,3.718874
G-20,TOT,AGRWTH,M,2019-12,4.016888
G-20,TOT,AGRWTH,M,2020-01,4.068753
G-20,TOT,AGRWTH,M,2020-02,3.885757
G-20,TOT,AGRWTH,M,2020-03,3.227622
G-20,TOT,AGRWTH,M,2020-04,2.439021
G-20,TOT,AGRWTH,M,2020-05,2.117313
G-20,TOT,AGRWTH,M,2020-06,2.360782
G-20,TOT,AGRWTH,M,2020-07,2.462739
G-20,TOT,AGRWTH,M,2020-08,2.557467
G-20,TOT,AGRWTH,M,2020-09,2.438727
G-20,TOT,AGRWTH,M,2020-10,2.245727
G-20,TOT,AGRWTH,M,2020-11,2.018689
G-20,TOT,AGRWTH,M,2020-12,2.039726
EU27_2020,TOT,AGRWTH,M,2017-11,1.6
EU27_2020,TOT,AGRWTH,M,2017-12,1.4
EU27_2020,TOT,AGRWTH,M,2018-01,1.4
EU27_2020,TOT,AGRWTH,M,2018-02,1.2
EU27_2020,TOT,AGRWTH,M,2018-03,1.4
EU27_2020,TOT,AGRWTH,M,2018-04,1.3
EU27_2020,TOT,AGRWTH,M,2018-05,2
EU27_2020,TOT,AGRWTH,M,2018-06,2
EU27_2020,TOT,AGRWTH,M,2018-07,2.2
EU27_2020,TOT,AGRWTH,M,2018-08,2.1
EU27_2020,TOT,AGRWTH,M,2018-09,2.1
EU27_2020,TOT,AGRWTH,M,2018-10,2.3
EU27_2020,TOT,AGRWTH,M,2018-11,1.9
EU27_2020,TOT,AGRWTH,M,2018-12,1.6
EU27_2020,TOT,AGRWTH,M,2019-01,1.4
EU27_2020,TOT,AGRWTH,M,2019-02,1.6
EU27_2020,TOT,AGRWTH,M,2019-03,1.6
EU27_2020,TOT,AGRWTH,M,2019-04,1.9
EU27_2020,TOT,AGRWTH,M,2019-05,1.5
EU27_2020,TOT,AGRWTH,M,2019-06,1.5
EU27_2020,TOT,AGRWTH,M,2019-07,1.3
EU27_2020,TOT,AGRWTH,M,2019-08,1.3
EU27_2020,TOT,AGRWTH,M,2019-09,1.1
EU27_2020,TOT,AGRWTH,M,2019-10,1
EU27_2020,TOT,AGRWTH,M,2019-11,1.3
EU27_2020,TOT,AGRWTH,M,2019-12,1.6
EU27_2020,TOT,AGRWTH,M,2020-01,1.7
EU27_2020,TOT,AGRWTH,M,2020-02,1.6
EU27_2020,TOT,AGRWTH,M,2020-03,1.1
EU27_2020,TOT,AGRWTH,M,2020-04,0.6
EU27_2020,TOT,AGRWTH,M,2020-05,0.5
EU27_2020,TOT,AGRWTH,M,2020-06,0.7
EU27_2020,TOT,AGRWTH,M,2020-07,0.8
EU27_2020,TOT,AGRWTH,M,2020-08,0.4
EU27_2020,TOT,AGRWTH,M,2020-09,0.2
EU27_2020,TOT,AGRWTH,M,2020-10,0.2
EU27_2020,TOT,AGRWTH,M,2020-11,0.2
EU27_2020,TOT,AGRWTH,M,2020-12,0.2
